timestamp,count
1970-01-01 00:00:00.338752860,182.47799999999998
1970-01-01 00:00:00.338752920,176.231
1970-01-01 00:00:00.338752980,183.917
1970-01-01 00:00:00.338753041,177.798
1970-01-01 00:00:00.338753100,165.46900000000002
1970-01-01 00:00:00.338753160,181.878
1970-01-01 00:00:00.338753220,184.502
1970-01-01 00:00:00.338753280,183.303
1970-01-01 00:00:00.338753340,177.578
1970-01-01 00:00:00.338753400,171.641
1970-01-01 00:00:00.338753460,191.014
1970-01-01 00:00:00.338753520,184.06799999999998
1970-01-01 00:00:00.338753580,188.457
1970-01-01 00:00:00.338753640,175.739
1970-01-01 00:00:00.338753700,175.524
1970-01-01 00:00:00.338753760,189.128
1970-01-01 00:00:00.338753820,176.885
1970-01-01 00:00:00.338753880,167.14
1970-01-01 00:00:00.338753940,173.72299999999998
1970-01-01 00:00:00.338754,168.46
1970-01-01 00:00:00.338754060,177.623
1970-01-01 00:00:00.338754120,183.888
1970-01-01 00:00:00.338754180,167.487
1970-01-01 00:00:00.338754240,165.572
1970-01-01 00:00:00.338754300,170.48
1970-01-01 00:00:00.338754360,172.47400000000002
1970-01-01 00:00:00.338754420,166.44799999999998
1970-01-01 00:00:00.338754480,163.09799999999998
1970-01-01 00:00:00.338754540,163.54399999999998
1970-01-01 00:00:00.338754600,163.816
1970-01-01 00:00:00.338754660,186.38
1970-01-01 00:00:00.338754720,178.898
1970-01-01 00:00:00.338754780,166.19
1970-01-01 00:00:00.338754840,165.544
1970-01-01 00:00:00.338754900,166.86700000000002
1970-01-01 00:00:00.338754960,178.21200000000002
1970-01-01 00:00:00.338755020,169.74900000000002
1970-01-01 00:00:00.338755080,169.483
1970-01-01 00:00:00.338755140,165.488
1970-01-01 00:00:00.338755200,159.746
1970-01-01 00:00:00.338755260,172.56400000000002
1970-01-01 00:00:00.338755320,166.77700000000002
1970-01-01 00:00:00.338755380,168.385
1970-01-01 00:00:00.338755440,165.22299999999998
1970-01-01 00:00:00.338755500,157.756
1970-01-01 00:00:00.338755560,175.925
1970-01-01 00:00:00.338755620,166.959
1970-01-01 00:00:00.338755680,164.47099999999998
1970-01-01 00:00:00.338755740,162.761
1970-01-01 00:00:00.338755800,163.81799999999998
1970-01-01 00:00:00.338755860,169.34099999999998
1970-01-01 00:00:00.338755920,165.94099999999997
1970-01-01 00:00:00.338755980,164.946
1970-01-01 00:00:00.338756040,156.219
1970-01-01 00:00:00.338756100,159.29
1970-01-01 00:00:00.338756160,161.539
1970-01-01 00:00:00.338756220,157.605
1970-01-01 00:00:00.338756280,151.828
1970-01-01 00:00:00.338756340,154.47899999999998
1970-01-01 00:00:00.338756400,151.459
1970-01-01 00:00:00.338756460,180.53
1970-01-01 00:00:00.338756520,171.3
1970-01-01 00:00:00.338756580,171.84400000000002
1970-01-01 00:00:00.338756640,163.034
1970-01-01 00:00:00.338756700,153.11700000000002
1970-01-01 00:00:00.338756760,157.77
1970-01-01 00:00:00.338756820,165.82299999999998
1970-01-01 00:00:00.338756880,163.57
1970-01-01 00:00:00.338756940,159.084
1970-01-01 00:00:00.338757,162.019
1970-01-01 00:00:00.338757060,167.267
1970-01-01 00:00:00.338757120,167.108
1970-01-01 00:00:00.338757180,166.51
1970-01-01 00:00:00.338757240,158.249
1970-01-01 00:00:00.338757300,158.625
1970-01-01 00:00:00.338757360,168.985
1970-01-01 00:00:00.338757420,156.887
1970-01-01 00:00:00.338757480,155.343
1970-01-01 00:00:00.338757540,151.819
1970-01-01 00:00:00.338757600,160.722
1970-01-01 00:00:00.338757660,168.085
1970-01-01 00:00:00.338757720,163.10299999999998
1970-01-01 00:00:00.338757780,158.216
1970-01-01 00:00:00.338757840,157.37
1970-01-01 00:00:00.338757900,152.185
1970-01-01 00:00:00.338757960,159.28
1970-01-01 00:00:00.338758020,154.135
1970-01-01 00:00:00.338758080,148.597
1970-01-01 00:00:00.338758140,148.528
1970-01-01 00:00:00.338758200,144.44799999999998
1970-01-01 00:00:00.338758260,168.824
1970-01-01 00:00:00.338758320,161.965
1970-01-01 00:00:00.338758380,148.596
1970-01-01 00:00:00.338758440,148.214
1970-01-01 00:00:00.338758500,148.805
1970-01-01 00:00:00.338758560,156.696
1970-01-01 00:00:00.338758620,154.009
1970-01-01 00:00:00.338758680,147.02200000000002
1970-01-01 00:00:00.338758740,140.947
1970-01-01 00:00:00.338758800,146.761
1970-01-01 00:00:00.338758860,154.866
1970-01-01 00:00:00.338758920,152.099
1970-01-01 00:00:00.338758980,149.217
1970-01-01 00:00:00.338759040,149.261
1970-01-01 00:00:00.338759100,143.929
1970-01-01 00:00:00.338759160,152.21200000000002
1970-01-01 00:00:00.338759220,160.4
1970-01-01 00:00:00.338759280,159.471
1970-01-01 00:00:00.338759340,155.319
1970-01-01 00:00:00.338759400,152.19299999999998
1970-01-01 00:00:00.338759460,156.45
1970-01-01 00:00:00.338759520,156.507
1970-01-01 00:00:00.338759580,144.858
1970-01-01 00:00:00.338759640,144.852
1970-01-01 00:00:00.338759700,144.988
1970-01-01 00:00:00.338759760,147.222
1970-01-01 00:00:00.338759820,143.011
1970-01-01 00:00:00.338759880,134.409
1970-01-01 00:00:00.338759940,134.392
1970-01-01 00:00:00.338760,134.64600000000002
1970-01-01 00:00:00.338760060,157.175
1970-01-01 00:00:00.338760120,150.374
1970-01-01 00:00:00.338760180,151.579
1970-01-01 00:00:00.338760240,133.844
1970-01-01 00:00:00.338760300,21.351
1970-01-01 00:00:00.338760360,120.82700000000001
1970-01-01 00:00:00.338760420,144.293
1970-01-01 00:00:00.338760480,137.726
1970-01-01 00:00:00.338760540,131.608
1970-01-01 00:00:00.338760600,135.32
1970-01-01 00:00:00.338760660,142.626
1970-01-01 00:00:00.338760720,138.043
1970-01-01 00:00:00.338760780,143.144
1970-01-01 00:00:00.338760840,137.44299999999998
1970-01-01 00:00:00.338760900,125.936
1970-01-01 00:00:00.338760960,146.905
1970-01-01 00:00:00.338761020,130.365
1970-01-01 00:00:00.338761082,127.836
1970-01-01 00:00:00.338761140,129.805
1970-01-01 00:00:00.338761200,128.26
1970-01-01 00:00:00.338761260,137.431
1970-01-01 00:00:00.338761320,136.627
1970-01-01 00:00:00.338761380,132.495
1970-01-01 00:00:00.338761440,127.664
1970-01-01 00:00:00.338761500,127.829
1970-01-01 00:00:00.338761560,127.67200000000001
1970-01-01 00:00:00.338761620,127.524
1970-01-01 00:00:00.338761680,122.49600000000001
1970-01-01 00:00:00.338761740,122.85799999999999
1970-01-01 00:00:00.338761800,121.402
1970-01-01 00:00:00.338761860,142.0
1970-01-01 00:00:00.338761920,131.1
1970-01-01 00:00:00.338761980,123.333
1970-01-01 00:00:00.338762040,123.42299999999999
1970-01-01 00:00:00.338762100,121.757
1970-01-01 00:00:00.338762160,125.587
1970-01-01 00:00:00.338762220,117.429
1970-01-01 00:00:00.338762280,117.851
1970-01-01 00:00:00.338762340,113.609
1970-01-01 00:00:00.338762400,114.699
1970-01-01 00:00:00.338762460,118.897
1970-01-01 00:00:00.338762520,110.78200000000001
1970-01-01 00:00:00.338762580,116.2
1970-01-01 00:00:00.338762640,116.546
1970-01-01 00:00:00.338762700,114.914
1970-01-01 00:00:00.338762760,120.00200000000001
1970-01-01 00:00:00.338762820,114.76100000000001
1970-01-01 00:00:00.338762880,112.54700000000001
1970-01-01 00:00:00.338762940,115.787
1970-01-01 00:00:00.338763,112.887
1970-01-01 00:00:00.338763060,119.855
1970-01-01 00:00:00.338763120,112.78399999999999
1970-01-01 00:00:00.338763180,114.041
1970-01-01 00:00:00.338763240,115.58
1970-01-01 00:00:00.338763300,109.522
1970-01-01 00:00:00.338763360,111.574
1970-01-01 00:00:00.338763420,109.292
1970-01-01 00:00:00.338763480,108.02799999999999
1970-01-01 00:00:00.338763540,111.18799999999999
1970-01-01 00:00:00.338763600,107.03200000000001
1970-01-01 00:00:00.338763660,122.559
1970-01-01 00:00:00.338763720,107.587
1970-01-01 00:00:00.338763780,104.55799999999999
1970-01-01 00:00:00.338763840,109.036
1970-01-01 00:00:00.338763900,102.33200000000001
1970-01-01 00:00:00.338763960,102.671
1970-01-01 00:00:00.338764020,95.9881
1970-01-01 00:00:00.338764080,102.611
1970-01-01 00:00:00.338764140,103.685
1970-01-01 00:00:00.338764200,102.725
1970-01-01 00:00:00.338764260,108.086
1970-01-01 00:00:00.338764320,107.713
1970-01-01 00:00:00.338764380,102.713
1970-01-01 00:00:00.338764440,102.10799999999999
1970-01-01 00:00:00.338764500,102.68299999999999
1970-01-01 00:00:00.338764560,104.973
1970-01-01 00:00:00.338764620,100.602
1970-01-01 00:00:00.338764680,99.92
1970-01-01 00:00:00.338764740,99.1323
1970-01-01 00:00:00.338764800,101.645
1970-01-01 00:00:00.338764860,106.20700000000001
1970-01-01 00:00:00.338764920,102.86200000000001
1970-01-01 00:00:00.338764980,101.77600000000001
1970-01-01 00:00:00.338765040,97.6762
1970-01-01 00:00:00.338765100,101.029
1970-01-01 00:00:00.338765160,103.359
1970-01-01 00:00:00.338765220,98.014
1970-01-01 00:00:00.338765280,96.97399999999999
1970-01-01 00:00:00.338765340,95.9727
1970-01-01 00:00:00.338765400,96.2408
1970-01-01 00:00:00.338765460,108.303
1970-01-01 00:00:00.338765520,98.2091
1970-01-01 00:00:00.338765580,94.8747
1970-01-01 00:00:00.338765640,90.6219
1970-01-01 00:00:00.338765700,91.9962
1970-01-01 00:00:00.338765760,94.3371
1970-01-01 00:00:00.338765820,94.32600000000001
1970-01-01 00:00:00.338765880,95.3841
1970-01-01 00:00:00.338765940,93.4592
1970-01-01 00:00:00.338766,100.792
1970-01-01 00:00:00.338766060,99.682
1970-01-01 00:00:00.338766120,93.4157
1970-01-01 00:00:00.338766180,94.2993
1970-01-01 00:00:00.338766240,94.656
1970-01-01 00:00:00.338766300,90.9435
1970-01-01 00:00:00.338766360,97.455
1970-01-01 00:00:00.338766420,90.3269
1970-01-01 00:00:00.338766480,89.8066
1970-01-01 00:00:00.338766540,92.6011
1970-01-01 00:00:00.338766600,93.92399999999999
1970-01-01 00:00:00.338766660,96.1645
1970-01-01 00:00:00.338766720,94.9842
1970-01-01 00:00:00.338766780,90.8373
1970-01-01 00:00:00.338766840,92.7636
1970-01-01 00:00:00.338766900,89.351
1970-01-01 00:00:00.338766960,92.1673
1970-01-01 00:00:00.338767020,87.0788
1970-01-01 00:00:00.338767080,90.0895
1970-01-01 00:00:00.338767140,88.5783
1970-01-01 00:00:00.338767200,90.4594
1970-01-01 00:00:00.338767260,113.17
1970-01-01 00:00:00.338767320,92.4069
1970-01-01 00:00:00.338767380,91.5526
1970-01-01 00:00:00.338767440,91.2018
1970-01-01 00:00:00.338767500,90.4372
1970-01-01 00:00:00.338767560,93.18799999999999
1970-01-01 00:00:00.338767620,90.4892
1970-01-01 00:00:00.338767680,94.2971
1970-01-01 00:00:00.338767740,87.3674
1970-01-01 00:00:00.338767800,87.6721
1970-01-01 00:00:00.338767860,93.118
1970-01-01 00:00:00.338767920,87.7982
1970-01-01 00:00:00.338767980,89.5685
1970-01-01 00:00:00.338768040,90.1783
1970-01-01 00:00:00.338768100,89.0339
1970-01-01 00:00:00.338768160,91.5923
1970-01-01 00:00:00.338768220,86.7177
1970-01-01 00:00:00.338768280,86.43299999999999
1970-01-01 00:00:00.338768340,85.5993
1970-01-01 00:00:00.338768400,88.76799999999999
1970-01-01 00:00:00.338768460,89.7564
1970-01-01 00:00:00.338768520,91.2767
1970-01-01 00:00:00.338768580,91.3631
1970-01-01 00:00:00.338768640,86.8969
1970-01-01 00:00:00.338768700,86.9296
1970-01-01 00:00:00.338768760,87.9156
1970-01-01 00:00:00.338768820,82.9027
1970-01-01 00:00:00.338768880,80.5629
1970-01-01 00:00:00.338768940,82.1503
1970-01-01 00:00:00.338769,81.6871
1970-01-01 00:00:00.338769060,92.4795
1970-01-01 00:00:00.338769120,84.8501
1970-01-01 00:00:00.338769180,82.57600000000001
1970-01-01 00:00:00.338769240,83.2478
1970-01-01 00:00:00.338769300,91.3629
